Tempo;Entrada;Saida;
702130253;2.516411;8.000000;
702230202;2.498575;8.000000;
702330204;2.491441;8.000000;
702430212;2.508628;8.000000;
702530218;2.497602;8.000000;
702630214;2.494035;8.000000;
702730207;2.487225;8.000000;
702830212;2.495008;8.000000;
702930228;2.484955;8.000000;
703030192;2.502467;8.000000;
703130219;2.497278;8.000000;
703230229;2.514465;8.000000;
703330222;2.487874;8.000000;
703430224;2.493387;8.000000;
703530225;2.496305;8.000000;
703630239;2.492738;8.000000;
703730233;2.487549;8.000000;
703830236;2.472957;8.000000;
703930222;2.491765;8.000000;
704030229;2.509925;8.000000;
704130220;2.514789;8.000000;
704230225;2.509601;8.000000;
704330212;2.483010;8.000000;
704430246;2.506358;8.000000;
704530231;2.483010;8.000000;
704630223;2.479767;8.000000;
704730220;2.473930;8.000000;
704830219;2.505061;8.000000;
704930235;2.469390;8.000000;
705030242;2.495657;8.000000;
705130233;2.489819;8.000000;
705230235;2.466471;8.000000;
705330233;2.492738;8.000000;
705430243;2.495008;8.000000;
705530249;2.494359;8.000000;
705630246;2.485604;8.000000;
705730218;2.491117;8.000000;
705830242;2.479442;8.000000;
705930242;2.511222;8.000000;
706030249;2.487225;8.000000;
706130239;2.496629;8.000000;
706230253;2.493387;8.000000;
706330250;2.486252;8.000000;
706430232;2.490144;8.000000;
706530249;2.477497;8.000000;
706630246;2.483982;8.000000;
706730274;2.475875;8.000000;
706830258;2.447338;8.000000;
706930245;2.488198;8.000000;
707030253;2.499224;8.000000;
707130250;2.472957;8.000000;
707230256;2.476524;8.000000;
707330243;2.490468;8.000000;
707430252;2.489495;8.000000;
707530252;2.502467;8.000000;
707630297;2.455770;8.000000;
707730282;2.463877;8.000000;
707830269;2.491117;8.000000;
707930255;2.467768;8.000000;
708030260;2.477172;8.000000;
708130263;2.481388;8.000000;
708230260;2.469714;8.000000;
708330271;2.471984;8.000000;
708430257;2.476848;8.000000;
708530279;2.492089;8.000000;
708630272;2.506682;8.000000;
708730278;2.482037;8.000000;
708830277;2.466795;8.000000;
708930280;2.495657;8.000000;
709030299;2.495657;8.000000;
709130278;2.452527;8.000000;
709230270;2.456094;8.000000;
709330280;2.472632;8.000000;
709430280;2.483334;8.000000;
709530255;2.484631;8.000000;
709630280;2.469390;8.000000;
709730304;2.445392;8.000000;
709830292;2.478145;8.000000;
709930284;2.444420;8.000000;
710030279;2.478145;8.000000;
710130275;2.482037;8.000000;
710230276;2.470687;8.000000;
710330273;2.471660;8.000000;
710430271;2.453500;8.000000;
710530286;2.489819;8.000000;
710630286;2.439880;8.000000;
710730281;2.483982;8.000000;
710830289;2.467444;8.000000;
710930305;2.481388;8.000000;
711030299;2.464201;8.000000;
711130307;2.475227;8.000000;
711230300;2.483334;8.000000;
711330285;2.482361;8.000000;
711430283;2.491117;8.000000;
711530295;2.475551;8.000000;
711630332;2.455770;8.000000;
711730293;2.480740;8.000000;
711830287;2.461931;8.000000;
711930304;2.462255;8.000000;
712030315;2.471984;8.000000;
712130312;2.463552;8.000000;
712230307;2.466147;8.000000;
712330307;2.436313;8.000000;
712430295;2.462255;8.000000;
712530306;2.472632;8.000000;
712630298;2.466795;8.000000;
712730320;2.461282;8.000000;
712830297;2.438907;8.000000;
712930298;2.489819;8.000000;
713030305;2.450257;8.000000;
713130324;2.432097;8.000000;
713230307;2.473605;8.000000;
713330306;2.470038;8.000000;
713430312;2.472957;8.000000;
713530307;2.453824;8.000000;
713630318;2.456418;8.000000;
713730309;2.462255;8.000000;
713830313;2.432097;8.000000;
713930319;2.466795;8.000000;
714030326;2.445717;8.000000;
714130332;2.445392;8.000000;
714230358;2.471660;8.000000;
714330313;2.482685;8.000000;
714430327;2.451230;8.000000;
714530318;2.459337;8.000000;
714630314;2.471011;8.000000;
714730322;2.466795;8.000000;
714830319;2.454472;8.000000;
714930332;2.450905;8.000000;
715030350;2.461282;8.000000;
715130343;2.449284;8.000000;
715230358;2.450905;8.000000;
715330324;2.438907;8.000000;
715430284;2.446041;8.000000;
715530292;2.477172;8.000000;
715630285;2.447014;8.000000;
715730280;2.469065;8.000000;
715830341;2.462904;8.000000;
715930354;2.443122;8.000000;
716030368;2.446365;8.000000;
716130353;2.453824;8.000000;
716230344;2.455445;8.000000;
716330347;2.461931;8.000000;
716430358;2.436637;8.000000;
716530353;2.471984;8.000000;
716630351;2.469714;8.000000;
716730357;2.448960;8.000000;
716830344;2.459012;8.000000;
716930358;2.465498;8.000000;
717030357;2.470038;8.000000;
717130362;2.451554;8.000000;
717230371;2.460310;8.000000;
717330353;2.471335;8.000000;
717430354;2.467768;8.000000;
717530354;2.475227;8.000000;
717630385;2.460634;8.000000;
717730356;2.466471;8.000000;
717830371;2.444095;8.000000;
717930361;2.477821;8.000000;
718030403;2.451554;8.000000;
718130359;2.465822;8.000000;
718230378;2.450257;8.000000;
718330365;2.447338;8.000000;
718430359;2.468092;8.000000;
718530358;2.476848;8.000000;
718630373;2.452527;8.000000;
718730421;2.471984;8.000000;
718830361;2.464201;8.000000;
718930361;2.483334;8.000000;
719030359;2.465498;8.000000;
719130368;2.482685;8.000000;
719230380;2.459012;8.000000;
719330367;2.469065;8.000000;
719430380;2.450581;8.000000;
719530371;2.448311;8.000000;
719630374;2.477821;8.000000;
719730376;2.454148;8.000000;
719830377;2.452202;8.000000;
719930396;2.460310;8.000000;
720030375;2.451230;8.000000;
720130385;2.466795;8.000000;
720230383;2.441501;8.000000;
720330379;2.457715;8.000000;
720430378;2.441825;8.000000;
720530384;2.459337;8.000000;
720630405;2.467768;8.000000;
720730413;2.441825;8.000000;
720830416;2.430475;8.000000;
720930419;2.460634;8.000000;
721030409;2.447987;8.000000;
721130418;2.458040;8.000000;
721230399;2.450581;8.000000;
721330406;2.465498;8.000000;
721430417;2.437934;8.000000;
721530405;2.445392;8.000000;
721630426;2.446041;8.000000;
721730396;2.442798;8.000000;
721830408;2.460958;8.000000;
721930387;2.455121;8.000000;
722030407;2.449608;8.000000;
722130400;2.452202;8.000000;
722230422;2.452202;8.000000;
722330439;2.453824;8.000000;
722430416;2.439555;8.000000;
722530409;2.435988;8.000000;
722630414;2.463228;8.000000;
722730395;2.451230;8.000000;
722830425;2.437934;8.000000;
722930407;2.440204;8.000000;
723030414;2.448311;8.000000;
723130449;2.451878;8.000000;
723230404;2.459985;8.000000;
723330443;2.461931;8.000000;
723430419;2.451554;8.000000;
723530433;2.442798;8.000000;
723630418;2.439231;8.000000;
723730438;2.465498;8.000000;
723830431;2.440853;8.000000;
723930416;2.439231;8.000000;
724030429;2.429503;8.000000;
724130429;2.451230;8.000000;
724230430;2.432097;8.000000;
724330451;2.474254;8.000000;
724430430;2.451878;8.000000;
724530480;2.439880;8.000000;
724630423;2.454797;8.000000;
724730428;2.435340;8.000000;
724830430;2.448635;8.000000;
724930439;2.456742;8.000000;
725030402;2.459337;8.000000;
725130446;2.456742;8.000000;
725230451;2.451878;8.000000;
725330449;2.423990;8.000000;
725430456;2.440204;8.000000;
725530439;2.437285;8.000000;
725630425;2.437610;8.000000;
725730445;2.454472;8.000000;
725830441;2.447338;8.000000;
725930433;2.451230;8.000000;
726030434;2.449284;8.000000;
726130457;2.458688;8.000000;
726230443;2.465174;8.000000;
726330445;2.455121;8.000000;
726430460;2.458040;8.000000;
726530462;2.443771;8.000000;
726630453;2.423341;8.000000;
726730442;2.414585;8.000000;
726830462;2.440204;8.000000;
726930452;2.421395;8.000000;
727030462;2.434367;8.000000;
727130456;2.423990;8.000000;
727230455;2.437610;8.000000;
727330449;2.440853;8.000000;
727430467;2.435015;8.000000;
727530468;2.414910;8.000000;
727630478;2.431124;8.000000;
727730453;2.415558;8.000000;
727830494;2.433394;8.000000;
727930447;2.455770;8.000000;
728030454;2.429178;8.000000;
728130459;2.463877;8.000000;
728230474;2.446041;8.000000;
728330474;2.441177;8.000000;
728430484;2.420747;8.000000;
728530478;2.443771;8.000000;
728630471;2.425935;8.000000;
728730461;2.423665;8.000000;
728830481;2.443122;8.000000;
728930471;2.443122;8.000000;
729030479;2.436313;8.000000;
729130474;2.433394;8.000000;
729230473;2.447338;8.000000;
729330477;2.434043;8.000000;
729430462;2.434043;8.000000;
729530448;2.435988;8.000000;
729630467;2.460310;8.000000;
729730476;2.423665;8.000000;
729830478;2.425935;8.000000;
729930476;2.398371;8.000000;
730030471;2.425611;8.000000;
730130458;2.413937;8.000000;
730230499;2.427233;8.000000;
730330501;2.456094;8.000000;
730430485;2.399020;8.000000;
730530476;2.415883;8.000000;
730630470;2.393507;8.000000;
730730486;2.454472;8.000000;
730830470;2.410370;8.000000;
730930505;2.409397;8.000000;
731030494;2.415234;8.000000;
731130491;2.441501;8.000000;
731230491;2.409397;8.000000;
731330484;2.371780;8.000000;
731430501;2.424963;8.000000;
731530491;2.427233;8.000000;
731630507;2.447662;8.000000;
731730521;2.430475;8.000000;
731830488;2.428530;8.000000;
731930523;2.422693;8.000000;
732030507;2.384103;8.000000;
732130481;2.419450;8.000000;
732230509;2.425935;8.000000;
732330502;2.411343;8.000000;
732430493;2.428854;8.000000;
732530532;2.416207;8.000000;
732630500;2.412315;8.000000;
732730499;2.416855;8.000000;
732830501;2.431448;8.000000;
732930501;2.431124;8.000000;
733030490;2.398371;8.000000;
733130521;2.427881;8.000000;
733230523;2.432097;8.000000;
733330513;2.395777;8.000000;
733430507;2.436313;8.000000;
733530530;2.409397;8.000000;
733630523;2.436637;8.000000;
733730527;2.410045;8.000000;
733830516;2.429178;8.000000;
733930513;2.419774;8.000000;
734030506;2.434043;8.000000;
734130548;2.413937;8.000000;
734230505;2.413288;8.000000;
734330526;2.442798;8.000000;
734430538;2.435015;8.000000;
734530511;2.421071;8.000000;
734630520;2.405830;8.000000;
734730514;2.424963;8.000000;
734830524;2.436961;8.000000;
734930522;2.434043;8.000000;
735030526;2.428854;8.000000;
735130526;2.441825;8.000000;
735230523;2.413937;8.000000;
735330572;2.437934;8.000000;
735430558;2.449284;8.000000;
735530551;2.411991;8.000000;
735630542;2.411667;8.000000;
735730530;2.443122;8.000000;
735830533;2.430475;8.000000;
735930526;2.415234;8.000000;
736030537;2.424963;8.000000;
736130533;2.429503;8.000000;
736230530;2.413288;8.000000;
736330560;2.429178;8.000000;
736430559;2.435340;8.000000;
736530537;2.403884;8.000000;
736630548;2.416531;8.000000;
736730546;2.420423;8.000000;
736830554;2.426908;8.000000;
736930539;2.433394;8.000000;
737030548;2.420747;8.000000;
737130540;2.434367;8.000000;
737230514;2.398696;8.000000;
737330510;2.423665;8.000000;
737430500;2.431448;8.000000;
737530495;2.428530;8.000000;
737630491;2.402587;8.000000;
737730491;2.410370;8.000000;
737830491;2.445717;8.000000;
737930554;2.406803;8.000000;
738030559;2.404857;8.000000;
738130543;2.421395;8.000000;
738230543;2.407127;8.000000;
738330571;2.423665;8.000000;
738430572;2.440853;8.000000;
738530566;2.387670;8.000000;
738630594;2.401938;8.000000;
738730547;2.414910;8.000000;
738830582;2.434367;8.000000;
738930566;2.396426;8.000000;
739030565;2.404208;8.000000;
739130551;2.442798;8.000000;
739230553;2.429178;8.000000;
739330558;2.422044;8.000000;
739430582;2.438907;8.000000;
739530574;2.435340;8.000000;
739630566;2.416531;8.000000;
739730561;2.365618;8.000000;
739830588;2.416855;8.000000;
739930559;2.409397;8.000000;
740030611;2.406803;8.000000;
740130587;2.431124;8.000000;
740230568;2.427881;8.000000;
740330585;2.422044;8.000000;
740430595;2.400966;8.000000;
740530605;2.391237;8.000000;
740630589;2.398696;8.000000;
740730587;2.406803;8.000000;
740830626;2.409073;8.000000;
740930579;2.406803;8.000000;
741030577;2.419774;8.000000;
741130600;2.433394;8.000000;
741230583;2.428205;8.000000;
741330591;2.415558;8.000000;
741430585;2.431448;8.000000;
741530585;2.403560;8.000000;
741630588;2.418801;8.000000;
741730578;2.421395;8.000000;
741830593;2.418153;8.000000;
741930599;2.414261;8.000000;
742030588;2.400966;8.000000;
742130593;2.381833;8.000000;
742230584;2.418477;8.000000;
742330598;2.401614;8.000000;
742430617;2.410694;8.000000;
742530632;2.396101;8.000000;
742630641;2.438907;8.000000;
742730607;2.411018;8.000000;
742830602;2.426260;8.000000;
742930616;2.408100;8.000000;
743030606;2.403235;8.000000;
743130604;2.424963;8.000000;
743230614;2.416855;8.000000;
743330608;2.410694;8.000000;
743430596;2.405830;8.000000;
743530615;2.406478;8.000000;
743630628;2.422368;8.000000;
743730613;2.412640;8.000000;
743830598;2.417180;8.000000;
743930599;2.430475;8.000000;
744030606;2.369510;8.000000;
744130614;2.420747;8.000000;
744230603;2.436637;8.000000;
744330631;2.422368;8.000000;
744430621;2.404533;8.000000;
744530640;2.405181;8.000000;
744630621;2.378914;8.000000;
744730633;2.407775;8.000000;
744830619;2.389616;8.000000;
744930617;2.410370;8.000000;
745030624;2.406478;8.000000;
745130619;2.407451;8.000000;
745230621;2.389940;8.000000;
745330612;2.416531;8.000000;
745430641;2.425287;8.000000;
745530629;2.386697;8.000000;
745630630;2.407127;8.000000;
745730651;2.437610;8.000000;
745830637;2.400317;8.000000;
745930625;2.395777;8.000000;
746030659;2.403884;8.000000;
746130667;2.375671;8.000000;
746230643;2.398371;8.000000;
746330638;2.385400;8.000000;
746430641;2.390264;8.000000;
746530643;2.404857;8.000000;
746630654;2.415558;8.000000;
746730635;2.404857;8.000000;
746830634;2.394804;8.000000;
746930639;2.352323;8.000000;
747030650;2.406478;8.000000;
747130662;2.410045;8.000000;
747230662;2.389616;8.000000;
747330644;2.378590;8.000000;
747430685;2.349404;8.000000;
747530641;2.377293;8.000000;
747630661;2.391237;8.000000;
747730658;2.405830;8.000000;
747830665;2.401938;8.000000;
747930668;2.378914;8.000000;
748030681;2.404208;8.000000;
748130674;2.416531;8.000000;
748230650;2.397074;8.000000;
748330640;2.423341;8.000000;
748430680;2.397074;8.000000;
748530670;2.397074;8.000000;
748630689;2.400966;8.000000;
748730664;2.415558;8.000000;
748830644;2.420423;8.000000;
748930654;2.416207;8.000000;
749030664;2.384427;8.000000;
749130646;2.444744;8.000000;
749230692;2.413937;8.000000;
749330660;2.401290;8.000000;
749430673;2.376320;8.000000;
749530667;2.402263;8.000000;
749630666;2.390588;8.000000;
749730655;2.427557;8.000000;
749830669;2.392858;8.000000;
749930670;2.392210;8.000000;
750030679;2.402587;8.000000;
750130672;2.416207;8.000000;
750230671;2.424963;8.000000;
750330665;2.396426;8.000000;
750430678;2.413288;8.000000;
750530671;2.427233;8.000000;
750630668;2.416531;8.000000;
750730680;2.400966;8.000000;
750830671;2.404533;8.000000;
750930677;2.395128;8.000000;
751030688;2.421395;8.000000;
751130674;2.383778;8.000000;
751230676;2.375996;8.000000;
751330701;2.424638;8.000000;
751430693;2.387670;8.000000;
751530680;2.419774;8.000000;
751630684;2.410045;8.000000;
751730679;2.409721;8.000000;
751830685;2.406478;8.000000;
751930691;2.412640;8.000000;
752030681;2.411018;8.000000;
752130686;2.402263;8.000000;
752230683;2.391886;8.000000;
752330706;2.405505;8.000000;
752430695;2.398047;8.000000;
752530771;2.407775;8.000000;
752630693;2.386373;8.000000;
752730707;2.393831;8.000000;
752830695;2.435988;8.000000;
752930690;2.420423;8.000000;
753030705;2.419774;8.000000;
753130694;2.400641;8.000000;
753230701;2.404208;8.000000;
753330688;2.412315;8.000000;
753430706;2.404857;8.000000;
753530694;2.415883;8.000000;
753630701;2.403884;8.000000;
753730709;2.419125;8.000000;
753830692;2.417828;8.000000;
753930698;2.433394;8.000000;
754030683;2.402587;8.000000;
754130705;2.422044;8.000000;
754230697;2.407775;8.000000;
754330735;2.396750;8.000000;
754430721;2.411018;8.000000;
754530713;2.399344;8.000000;
754630715;2.391561;8.000000;
754730716;2.401938;8.000000;
754830719;2.394804;8.000000;
754930702;2.413937;8.000000;
755030716;2.404857;8.000000;
755130752;2.406803;8.000000;
755230724;2.423990;8.000000;
755330716;2.430475;8.000000;
755430729;2.426908;8.000000;
755530721;2.417504;8.000000;
755630718;2.417180;8.000000;
755730713;2.401614;8.000000;
755830725;2.405181;8.000000;
755930721;2.414910;8.000000;
756030729;2.391886;8.000000;
756130725;2.390913;8.000000;
756230725;2.418477;8.000000;
756330714;2.399344;8.000000;
756430741;2.423341;8.000000;
756530740;2.406478;8.000000;
756630727;2.406154;8.000000;
756730743;2.417180;8.000000;
756830729;2.410694;8.000000;
756930744;2.398371;8.000000;
757030726;2.388967;8.000000;
757130729;2.432745;8.000000;
757230733;2.405830;8.000000;
757330746;2.389616;8.000000;
757430741;2.399344;8.000000;
757530740;2.389940;8.000000;
757630746;2.408424;8.000000;
757730751;2.423341;8.000000;
757830757;2.403235;8.000000;
757930739;2.392858;8.000000;
758030768;2.408100;8.000000;
758130749;2.400641;8.000000;
758230740;2.415234;8.000000;
758330761;2.391886;8.000000;
758430831;2.393183;8.000000;
758530747;2.386697;8.000000;
758630770;2.392858;8.000000;
758730759;2.395453;8.000000;
758830755;2.379887;8.000000;
758930744;2.402263;8.000000;
759030746;2.415234;8.000000;
759130760;2.426908;8.000000;
759230773;2.409397;8.000000;
759330746;2.406154;8.000000;
759430758;2.390588;8.000000;
759530774;2.408424;8.000000;
759630760;2.407127;8.000000;
759730765;2.406478;8.000000;
759830784;2.413937;8.000000;
759930768;2.419125;8.000000;
760030771;2.408100;8.000000;
760130786;2.385076;8.000000;
760230770;2.392534;8.000000;
760330766;2.407451;8.000000;
760430790;2.423017;8.000000;
760530760;2.407775;8.000000;
760630769;2.415558;8.000000;
760730777;2.404857;8.000000;
760830779;2.397398;8.000000;
760930782;2.407775;8.000000;
761030789;2.403235;8.000000;
761130777;2.409397;8.000000;
761230782;2.402911;8.000000;
761330790;2.407775;8.000000;
761430790;2.395777;8.000000;
761530775;2.437934;8.000000;
761630812;2.412964;8.000000;
761730800;2.401938;8.000000;
761830797;2.410370;8.000000;
761930806;2.408424;8.000000;
762030794;2.418477;8.000000;
762130801;2.400966;8.000000;
762230806;2.399993;8.000000;
762330789;2.402587;8.000000;
762430794;2.383130;8.000000;
762530804;2.410370;8.000000;
762630787;2.403235;8.000000;
762730797;2.390588;8.000000;
762830804;2.396101;8.000000;
762930796;2.388967;8.000000;
763030821;2.405830;8.000000;
763130804;2.409721;8.000000;
763230801;2.419125;8.000000;
763330819;2.417180;8.000000;
763430797;2.381508;8.000000;
763530806;2.413288;8.000000;
763630790;2.420098;8.000000;
763730805;2.401938;8.000000;
763830821;2.396101;8.000000;
763930818;2.398371;8.000000;
764030814;2.389616;8.000000;
764130816;2.396750;8.000000;
764230808;2.421720;8.000000;
764330813;2.404857;8.000000;
764430824;2.401290;8.000000;
764530817;2.381508;8.000000;
764630815;2.391886;8.000000;
764730805;2.405505;8.000000;
764830804;2.394480;8.000000;
764930819;2.405505;8.000000;
765030818;2.395128;8.000000;
765130812;2.398696;8.000000;
765230822;2.397723;8.000000;
765330820;2.408748;8.000000;
765430814;2.371780;8.000000;
765530819;2.396426;8.000000;
765630815;2.400966;8.000000;
765730817;2.387670;8.000000;
765830821;2.398047;8.000000;
765930836;2.404533;8.000000;
766030876;2.384751;8.000000;
766130820;2.393507;8.000000;
766230823;2.393183;8.000000;
766330825;2.397074;8.000000;
766430829;2.383778;8.000000;
766530842;2.392858;8.000000;
766630841;2.368537;8.000000;
766730854;2.405181;8.000000;
766830857;2.396101;8.000000;
766930829;2.374050;8.000000;
767030853;2.385724;8.000000;
767130830;2.398371;8.000000;
767230840;2.394804;8.000000;
767330864;2.381184;8.000000;
767430847;2.398371;8.000000;
767530837;2.382157;8.000000;
767630866;2.388643;8.000000;
767730855;2.393831;8.000000;
767830830;2.387994;8.000000;
767930842;2.395128;8.000000;
768030855;2.373401;8.000000;
768130838;2.388318;8.000000;
768230860;2.415234;8.000000;
768330863;2.391561;8.000000;
768430860;2.398371;8.000000;
768530865;2.388318;8.000000;
768630843;2.390264;8.000000;
768730867;2.407775;8.000000;
768830866;2.409397;8.000000;
768930842;2.408100;8.000000;
769030856;2.376644;8.000000;
769130847;2.407127;8.000000;
769230868;2.413937;8.000000;
769330850;2.377941;8.000000;
769430879;2.380211;8.000000;
769530861;2.394804;8.000000;
769630862;2.375347;8.000000;
769730852;2.404857;8.000000;
769830858;2.395128;8.000000;
769930879;2.387021;8.000000;
770030875;2.390588;8.000000;
770130884;2.385400;8.000000;
770230857;2.358809;8.000000;
770330868;2.378266;8.000000;
770430854;2.400966;8.000000;
770530861;2.389616;8.000000;
770630890;2.385076;8.000000;
770730897;2.396101;8.000000;
770830880;2.386697;8.000000;
770930896;2.399344;8.000000;
771030873;2.411667;8.000000;
771130895;2.397398;8.000000;
771230868;2.384427;8.000000;
771330912;2.425287;8.000000;
771430898;2.371131;8.000000;
771530904;2.414585;8.000000;
771630879;2.397074;8.000000;
771730902;2.407127;8.000000;
771830880;2.384427;8.000000;
771930894;2.402911;8.000000;
772030887;2.413937;8.000000;
772130891;2.399020;8.000000;
772230921;2.385724;8.000000;
772330877;2.370807;8.000000;
772430884;2.377941;8.000000;
772530888;2.360430;8.000000;
772630880;2.396750;8.000000;
772730898;2.379563;8.000000;
772830898;2.409721;8.000000;
772930962;2.394804;8.000000;
773030898;2.396101;8.000000;
773130908;2.375347;8.000000;
773230962;2.416207;8.000000;
773330899;2.372104;8.000000;
773430914;2.375671;8.000000;
773530929;2.399344;8.000000;
773630923;2.375023;8.000000;
773730908;2.397723;8.000000;
773830951;2.390588;8.000000;
773930891;2.363348;8.000000;
774030907;2.372428;8.000000;
774130905;2.380211;8.000000;
774230916;2.377617;8.000000;
774330895;2.367888;8.000000;
774430915;2.391237;8.000000;
774530918;2.392210;8.000000;
774630929;2.386373;8.000000;
774730910;2.392210;8.000000;
774830931;2.371131;8.000000;
774930931;2.391561;8.000000;
775030894;2.394804;8.000000;
775130904;2.414261;8.000000;
775230909;2.382806;8.000000;
775330902;2.375023;8.000000;
775430929;2.387346;8.000000;
775530926;2.393507;8.000000;
775630928;2.385400;8.000000;
775730905;2.397074;8.000000;
775830918;2.390913;8.000000;
775930921;2.387994;8.000000;
776030942;2.398696;8.000000;
776130929;2.411667;8.000000;
776230957;2.374698;8.000000;
776331005;2.391237;8.000000;
776430930;2.381508;8.000000;
776530929;2.393183;8.000000;
776630932;2.397398;8.000000;
776730933;2.375023;8.000000;
776830930;2.383454;8.000000;
776930927;2.350701;8.000000;
777030934;2.376644;8.000000;
777130940;2.376644;8.000000;
777230931;2.401614;8.000000;
777330930;2.379238;8.000000;
777430925;2.396101;8.000000;
777530939;2.395128;8.000000;
777630940;2.394480;8.000000;
777730960;2.340973;8.000000;
777830957;2.358809;8.000000;
777930960;2.377293;8.000000;
778030966;2.404857;8.000000;
778130963;2.396426;8.000000;
778230961;2.383778;8.000000;
778330957;2.387346;8.000000;
778430942;2.358484;8.000000;
778530945;2.390264;8.000000;
778630933;2.394480;8.000000;
778730956;2.369834;8.000000;
778830952;2.373726;8.000000;
778930947;2.385724;8.000000;
779030953;2.363997;8.000000;
779130961;2.378914;8.000000;
779230947;2.404533;8.000000;
779330950;2.408100;8.000000;
779430962;2.408748;8.000000;
779530961;2.387346;8.000000;
779630947;2.381184;8.000000;
779730956;2.381508;8.000000;
779830956;2.362700;8.000000;
779930955;2.401290;8.000000;
780030953;2.402263;8.000000;
780130968;2.393183;8.000000;
780230969;2.385400;8.000000;
780330970;2.396750;8.000000;
780430969;2.363024;8.000000;
780530916;2.355241;8.000000;
780631016;2.389616;8.000000;
780730981;2.387346;8.000000;
780830971;2.381833;8.000000;
780930985;2.395777;8.000000;
781030987;2.383130;8.000000;
781130986;2.393831;8.000000;
781230978;2.400317;8.000000;
781331014;2.366916;8.000000;
781430979;2.399344;8.000000;
781530982;2.391886;8.000000;
781630987;2.371456;8.000000;
781730974;2.387670;8.000000;
781830979;2.395128;8.000000;
781930977;2.395777;8.000000;
782030983;2.404857;8.000000;
782130973;2.397074;8.000000;
782231007;2.398696;8.000000;
782331033;2.393831;8.000000;
782430991;2.392210;8.000000;
782530977;2.394480;8.000000;
782631004;2.373726;8.000000;
782730987;2.382481;8.000000;
782830989;2.374374;8.000000;
782930992;2.382806;8.000000;
783030989;2.404208;8.000000;
783130991;2.373401;8.000000;
783231009;2.398696;8.000000;
783331002;2.385076;8.000000;
783430992;2.381508;8.000000;
783530987;2.406154;8.000000;
783630992;2.365618;8.000000;
783730997;2.385076;8.000000;
783830955;2.384427;8.000000;
783930953;2.393507;8.000000;
784030953;2.382157;8.000000;
784130947;2.399344;8.000000;
784231014;2.388643;8.000000;
784330998;2.395128;8.000000;
784430998;2.384427;8.000000;
784531015;2.394480;8.000000;
784630991;2.389616;8.000000;
784731025;2.376644;8.000000;
784831005;2.373077;8.000000;
784931008;2.394804;8.000000;
785031008;2.391561;8.000000;
785131012;2.379238;8.000000;
785231004;2.361079;8.000000;
785331020;2.373726;8.000000;
785431014;2.387021;8.000000;
785531033;2.400641;8.000000;
785631032;2.392534;8.000000;
785731017;2.394156;8.000000;
785831029;2.390264;8.000000;
785931022;2.390264;8.000000;
786031031;2.376320;8.000000;
786131014;2.394156;8.000000;
786231032;2.377293;8.000000;
786331011;2.391561;8.000000;
786431026;2.394804;8.000000;
786531015;2.400641;8.000000;
786631024;2.390588;8.000000;
786731039;2.396101;8.000000;
786831035;2.394480;8.000000;
786931040;2.390264;8.000000;
787031050;2.358484;8.000000;
787131017;2.383130;8.000000;
787231033;2.367888;8.000000;
787331032;2.385076;8.000000;
787431033;2.387021;8.000000;
787531033;2.379563;8.000000;
787631035;2.397723;8.000000;
787731033;2.387994;8.000000;
787831034;2.405830;8.000000;
787931043;2.395128;8.000000;
788031038;2.389616;8.000000;
788131053;2.388318;8.000000;
788231051;2.412964;8.000000;
788331052;2.385400;8.000000;
788431032;2.395128;8.000000;
788531053;2.407451;8.000000;
788631062;2.375671;8.000000;
788731062;2.377617;8.000000;
788831066;2.389616;8.000000;
788931052;2.373726;8.000000;
789031051;2.386373;8.000000;
789131054;2.390264;8.000000;
789231053;2.360754;8.000000;
789331055;2.381508;8.000000;
789431048;2.392858;8.000000;
789531072;2.390913;8.000000;
789631047;2.385076;8.000000;
789731057;2.409397;8.000000;
789831070;2.378914;8.000000;
789931076;2.399993;8.000000;
790031048;2.411667;8.000000;
790131051;2.408100;8.000000;
790231051;2.386697;8.000000;
790331071;2.396426;8.000000;
790431052;2.387021;8.000000;
790531060;2.400317;8.000000;
790631122;2.386373;8.000000;
790731061;2.404208;8.000000;
790831073;2.407127;8.000000;
790931065;2.376320;8.000000;
791031076;2.363997;8.000000;
791131062;2.377293;8.000000;
791231091;2.379887;8.000000;
791331089;2.370158;8.000000;
791431069;2.380860;8.000000;
791531083;2.369510;8.000000;
791631093;2.388318;8.000000;
791731074;2.375996;8.000000;
791831090;2.367564;8.000000;
791931096;2.358484;8.000000;
792031072;2.390264;8.000000;
792131086;2.375347;8.000000;
792231086;2.373401;8.000000;
792331081;2.367888;8.000000;
792431107;2.388967;8.000000;
792531072;2.362376;8.000000;
792631085;2.357836;8.000000;
792731102;2.390588;8.000000;
792831078;2.371131;8.000000;
792931088;2.362051;8.000000;
793031083;2.359133;8.000000;
793131040;2.358484;8.000000;
793231089;2.373401;8.000000;
793331093;2.383778;8.000000;
793431108;2.399668;8.000000;
793531119;2.364970;8.000000;
793631116;2.353944;8.000000;
793731107;2.371131;8.000000;
793831087;2.373726;8.000000;
793931094;2.377617;8.000000;
794031094;2.387670;2.000000;
794131099;2.640288;2.000000;
794231091;2.354269;2.000000;
794331097;2.372428;2.000000;
794431095;2.380211;2.000000;
794531140;2.358160;2.000000;
794631108;2.361079;2.000000;
794731111;2.356863;2.000000;
794831116;2.402911;2.000000;
794931095;2.346161;2.000000;
795031114;2.371456;2.000000;
795131100;2.395128;2.000000;
795231101;2.365294;2.000000;
